,InterZone,All people,Area (hectares),simd1_pop,simd2_pop,simd3_pop,simd4_pop,simd5_pop,simdMostPop,simd1_percent,simd2_percent,simd3_percent,simd4_percent,simd5_percent
719,S02001955,3845,35,807,2039,0,999,0,2,0.20988296488946684,0.5302990897269181,0.0,0.2598179453836151,0.0
720,S02001956,5517,54,0,0,0,1259,4258,5,0.0,0.0,0.0,0.22820373391335871,0.7717962660866413
721,S02001957,4338,46,0,0,0,0,4338,5,0.0,0.0,0.0,0.0,1.0
722,S02001958,5577,182,0,547,0,1911,3119,5,0.0,0.09808140577371346,0.0,0.34265734265734266,0.5592612515689439
723,S02001959,4348,62,1019,0,0,0,3329,5,0.234360625574977,0.0,0.0,0.0,0.765639374425023
724,S02001960,2694,71,0,0,1088,0,1606,5,0.0,0.0,0.4038604305864885,0.0,0.5961395694135115
725,S02001961,3405,52,3405,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
726,S02001962,4321,66,1907,0,0,0,2414,5,0.4413330247627864,0.0,0.0,0.0,0.5586669752372136
727,S02001963,3718,99,3084,634,0,0,0,1,0.8294782140935987,0.1705217859064013,0.0,0.0,0.0
728,S02001964,4571,98,3788,0,783,0,0,1,0.8287026908772698,0.0,0.17129730912273025,0.0,0.0
729,S02001965,3030,51,685,1507,838,0,0,2,0.22607260726072606,0.49735973597359734,0.2765676567656766,0.0,0.0
730,S02001966,2666,45,1807,0,859,0,0,1,0.677794448612153,0.0,0.32220555138784696,0.0,0.0
731,S02001967,3977,62,2313,1664,0,0,0,1,0.5815941664571285,0.41840583354287153,0.0,0.0,0.0
732,S02001968,3459,94,1713,1104,642,0,0,1,0.49522983521248914,0.3191673894189072,0.18560277536860365,0.0,0.0
733,S02001969,3692,55,1631,524,796,0,741,1,0.44176598049837484,0.1419284940411701,0.21560130010834236,0.0,0.2007042253521127
734,S02001970,4217,150,559,0,0,2779,879,4,0.13255869101256817,0.0,0.0,0.6589992885937871,0.20844202039364476
735,S02001971,5995,130,666,2028,2624,677,0,3,0.11109257714762302,0.3382819015846539,0.437698081734779,0.11292743953294412,0.0
736,S02001972,5683,98,3244,2439,0,0,0,1,0.5708252683441845,0.4291747316558156,0.0,0.0,0.0
737,S02001973,2926,90,0,0,1996,0,930,3,0.0,0.0,0.6821599453178401,0.0,0.3178400546821599
738,S02001974,2623,83,2623,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
739,S02001975,3686,89,3686,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
740,S02001976,3287,128,3287,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
741,S02001977,3464,89,2661,803,0,0,0,1,0.7681870669745958,0.23181293302540415,0.0,0.0,0.0
742,S02001978,4667,229718,0,0,3861,806,0,3,0.0,0.0,0.8272980501392758,0.17270194986072424,0.0
743,S02001979,4576,539,0,1669,2140,0,767,3,0.0,0.364729020979021,0.46765734265734266,0.0,0.16761363636363635
744,S02001980,5861,9044,1261,769,2886,945,0,3,0.21515099812318716,0.13120627879201502,0.492407439003583,0.16123528408121482,0.0
745,S02001981,4883,227215,0,1514,0,3369,0,4,0.0,0.31005529387671515,0.0,0.6899447061232848,0.0
746,S02001982,3842,133438,0,0,0,3842,0,4,0.0,0.0,0.0,1.0,0.0
747,S02001983,5050,38882,0,0,848,4202,0,4,0.0,0.0,0.16792079207920793,0.832079207920792,0.0
748,S02001984,4696,51474,0,0,606,4090,0,4,0.0,0.0,0.12904599659284496,0.870954003407155,0.0
749,S02001985,4251,42214,0,0,535,3037,679,4,0.0,0.0,0.1258527405316396,0.714420136438485,0.15972712302987532
750,S02001986,4184,163,0,1032,3152,0,0,3,0.0,0.24665391969407266,0.7533460803059273,0.0,0.0
751,S02001987,4582,244,500,1173,0,731,2178,5,0.10912265386294194,0.2560017459624618,0.0,0.15953731994762113,0.4753382802269751
752,S02001988,5080,72761,0,1089,996,2995,0,4,0.0,0.21437007874015748,0.19606299212598424,0.5895669291338582,0.0
753,S02001989,4192,306,0,0,1299,776,2117,5,0.0,0.0,0.3098759541984733,0.1851145038167939,0.5050095419847328
754,S02001990,3248,108,0,901,1089,522,736,3,0.0,0.2774014778325123,0.3352832512315271,0.16071428571428573,0.22660098522167488
755,S02001991,5884,726,0,620,0,3145,2119,4,0.0,0.1053704962610469,0.0,0.5345003399048266,0.36012916383412646
756,S02001992,4327,719,0,0,0,1944,2383,5,0.0,0.0,0.0,0.44927201294199215,0.5507279870580079
757,S02001993,2519,6274,0,0,0,644,1875,5,0.0,0.0,0.0,0.2556570067487098,0.7443429932512902
758,S02001994,4942,522,0,0,911,1230,2801,5,0.0,0.0,0.18433832456495347,0.24888709024686362,0.5667745851881829
759,S02001995,3595,130,673,570,1506,0,846,3,0.18720445062586927,0.15855354659248957,0.4189151599443672,0.0,0.23532684283727398
760,S02001996,3770,77,542,1623,824,781,0,2,0.14376657824933686,0.43050397877984087,0.21856763925729442,0.20716180371352785,0.0
761,S02001997,2516,71,0,0,0,0,2516,5,0.0,0.0,0.0,0.0,1.0
762,S02001998,4378,567,1279,1288,0,1811,0,4,0.29214253083599817,0.29419826404751026,0.0,0.41365920511649157,0.0
763,S02001999,4524,164,0,0,842,2896,786,4,0.0,0.0,0.1861184792219275,0.6401414677276747,0.17374005305039789
764,S02002000,4663,193,0,4047,616,0,0,2,0.0,0.8678962041604118,0.13210379583958826,0.0,0.0
765,S02002001,4146,108,1677,836,816,817,0,1,0.4044862518089725,0.20164013506994694,0.19681620839363242,0.19705740472744815,0.0
766,S02002002,3406,90,3406,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
767,S02002003,3143,113,0,0,1854,593,696,3,0.0,0.0,0.5898822780782692,0.18867324212535794,0.22144447979637288
768,S02002004,3255,1356,0,1172,1499,584,0,3,0.0,0.3600614439324117,0.46052227342549923,0.1794162826420891,0.0
769,S02002005,6307,91558,0,0,1661,4646,0,4,0.0,0.0,0.26335817345806245,0.7366418265419375,0.0
770,S02002006,4524,113878,0,0,1654,2870,0,4,0.0,0.0,0.365605658709107,0.634394341290893,0.0
771,S02002007,2709,92147,0,0,1949,760,0,3,0.0,0.0,0.719453672942045,0.28054632705795496,0.0
772,S02002008,3410,78864,0,0,3410,0,0,3,0.0,0.0,1.0,0.0,0.0
773,S02002009,3445,32233,0,1841,1604,0,0,2,0.0,0.5343976777939042,0.46560232220609576,0.0,0.0
774,S02002010,3322,64033,0,609,2713,0,0,3,0.0,0.18332329921733895,0.8166767007826611,0.0,0.0
775,S02002011,3008,136081,0,0,3008,0,0,3,0.0,0.0,1.0,0.0,0.0
776,S02002012,3226,122475,0,0,2003,1223,0,3,0.0,0.0,0.6208927464352139,0.37910725356478614,0.0
777,S02002013,3649,135072,0,764,2158,727,0,3,0.0,0.20937243080295972,0.591394902713072,0.1992326664839682,0.0
778,S02002014,3278,48796,0,0,605,2673,0,4,0.0,0.0,0.18456375838926176,0.8154362416107382,0.0
779,S02002015,3305,3818,0,658,699,1948,0,4,0.0,0.19909228441754917,0.21149773071104389,0.589409984871407,0.0
780,S02002016,3524,2853,0,766,547,1433,778,4,0.0,0.21736662883087401,0.15522133938706015,0.40664018161180476,0.22077185017026107
781,S02002017,5429,371,0,2363,2445,0,621,3,0.0,0.43525511143857065,0.4503591821698287,0.0,0.11438570639160066
782,S02002018,6314,12257,0,0,0,5681,633,4,0.0,0.0,0.0,0.8997465948685461,0.10025340513145391
783,S02002019,3640,13381,0,0,0,3640,0,4,0.0,0.0,0.0,1.0,0.0
784,S02002020,5957,810,3001,1908,548,0,500,1,0.5037770689944603,0.32029545073023336,0.09199261373174417,0.0,0.08393486654356219
785,S02002021,4309,1291,507,2104,610,1088,0,2,0.11766071014156416,0.48828034346716176,0.14156416802042238,0.2524947783708517,0.0
786,S02002022,4459,15017,745,827,2887,0,0,3,0.16707782013904462,0.18546759363085893,0.6474545862300964,0.0,0.0
787,S02002023,3807,2112,0,2500,0,646,661,2,0.0,0.6566850538481744,0.0,0.16968741791436828,0.1736275282374573
788,S02002024,6068,219368,0,0,4222,1846,0,3,0.0,0.0,0.6957811470006592,0.3042188529993408,0.0
789,S02002025,4290,63800,0,1570,2237,483,0,3,0.0,0.36596736596736595,0.5214452214452214,0.11258741258741259,0.0
790,S02002026,2911,59759,0,1483,785,643,0,2,0.0,0.50944692545517,0.269666781174854,0.22088629336997595,0.0
791,S02002027,3667,167,1775,544,569,779,0,1,0.48404690482683393,0.14835014998636487,0.15516771202617943,0.21243523316062177,0.0
792,S02002028,3287,217,743,1173,0,1371,0,4,0.22604198357164587,0.35686035898996044,0.0,0.41709765743839367,0.0
793,S02002029,3773,40217,0,729,3044,0,0,3,0.0,0.19321494831698913,0.8067850516830108,0.0,0.0
794,S02002030,5086,79565,0,620,2722,1744,0,3,0.0,0.1219032638615808,0.5351946519858435,0.3429020841525757,0.0
795,S02002031,2900,98,0,1439,1461,0,0,3,0.0,0.4962068965517241,0.5037931034482759,0.0,0.0
796,S02002032,4862,241,916,611,570,2765,0,4,0.188399835458659,0.12566844919786097,0.11723570547099958,0.5686960098724805,0.0
797,S02002033,3486,320695,0,1061,2425,0,0,3,0.0,0.30436029833620193,0.6956397016637981,0.0,0.0
798,S02002034,2553,130,0,0,0,0,2553,5,0.0,0.0,0.0,0.0,1.0
799,S02002035,3204,11296,0,0,2070,537,597,3,0.0,0.0,0.6460674157303371,0.16760299625468164,0.18632958801498128
800,S02002036,5766,1479,0,0,0,4410,1356,4,0.0,0.0,0.0,0.7648283038501561,0.2351716961498439
801,S02002037,3193,1237,0,0,730,902,1561,5,0.0,0.0,0.22862511744440964,0.28249295333542124,0.4888819292201691
802,S02002038,4267,98,0,0,1502,1967,798,4,0.0,0.0,0.3520037497070541,0.46097961096789314,0.18701663932505272
803,S02002039,4243,155,899,1408,619,668,649,2,0.21187838793306624,0.33184067876502477,0.14588734386047608,0.15743577657317936,0.1529578128682536
804,S02002040,6389,164,4225,2164,0,0,0,1,0.6612928470809203,0.33870715291907966,0.0,0.0,0.0
805,S02002041,5024,108,3556,626,842,0,0,1,0.7078025477707006,0.12460191082802548,0.1675955414012739,0.0,0.0
806,S02002042,5084,235,0,0,2388,0,2696,5,0.0,0.0,0.4697088906372935,0.0,0.5302911093627065
807,S02002043,5921,134,1287,2190,0,2444,0,4,0.21736193210606317,0.36986995439959464,0.0,0.41276811349434217,0.0
808,S02002044,4616,112,549,0,2639,1428,0,3,0.11893414211438474,0.0,0.5717071057192374,0.3093587521663778,0.0
809,S02002045,4242,71,4242,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
810,S02002046,5150,161,5150,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
811,S02002047,6225,203,5003,1222,0,0,0,1,0.8036947791164659,0.19630522088353414,0.0,0.0,0.0
812,S02002048,5603,165,1715,1252,1396,714,526,1,0.30608602534356594,0.2234517222916295,0.2491522398714974,0.1274317330001785,0.09387827949312869
813,S02002049,4900,211,4163,737,0,0,0,1,0.8495918367346939,0.15040816326530612,0.0,0.0,0.0
814,S02002050,5105,87,4226,879,0,0,0,1,0.8278158667972576,0.17218413320274242,0.0,0.0,0.0
815,S02002051,2649,16058,0,560,759,1330,0,4,0.0,0.21140052850132127,0.2865232163080408,0.5020762551906379,0.0
816,S02002052,3914,104,0,1491,0,1384,1039,2,0.0,0.3809402146142054,0.0,0.35360245273377616,0.2654573326520184
817,S02002053,3959,80,0,1256,0,514,2189,5,0.0,0.31725183127052287,0.0,0.12983076534478405,0.5529174033846931
818,S02002054,2569,60,0,2569,0,0,0,2,0.0,1.0,0.0,0.0,0.0
819,S02002055,3568,88,0,0,2033,540,995,3,0.0,0.0,0.5697869955156951,0.15134529147982062,0.2788677130044843
820,S02002056,2323,3362,0,0,0,1714,609,4,0.0,0.0,0.0,0.7378390012914335,0.2621609987085665
821,S02002057,3310,669,0,1668,482,579,581,2,0.0,0.5039274924471299,0.14561933534743202,0.17492447129909366,0.1755287009063444
822,S02002058,2519,464,517,530,949,523,0,3,0.2052401746724891,0.21040095275903137,0.37673680031758633,0.2076220722508932,0.0
823,S02002059,3668,124,0,697,2971,0,0,3,0.0,0.19002181025081788,0.8099781897491821,0.0,0.0
824,S02002060,4862,106,556,2032,1218,1056,0,2,0.11435623200329083,0.41793500617030027,0.2505141916906623,0.2171945701357466,0.0
825,S02002061,5692,169,0,3030,780,1882,0,2,0.0,0.5323260716795503,0.13703443429374562,0.3306394940267042,0.0
826,S02002062,5913,986,0,0,1959,632,3322,5,0.0,0.0,0.3313039066463724,0.10688313884660916,0.5618129545070184
827,S02002063,4581,459,0,0,0,2005,2576,5,0.0,0.0,0.0,0.43767736302117444,0.5623226369788256
828,S02002064,3513,1553,0,707,2182,624,0,3,0.0,0.20125249074864787,0.6211215485340165,0.1776259607173356,0.0
829,S02002065,3637,653,0,3637,0,0,0,2,0.0,1.0,0.0,0.0,0.0
830,S02002066,2861,53,2059,802,0,0,0,1,0.7196784341139462,0.28032156588605384,0.0,0.0,0.0
831,S02002067,5287,9890,0,1267,1671,1031,1318,3,0.0,0.23964441081899,0.3160582560998676,0.19500662001134858,0.24929071306979383
832,S02002068,3057,79,581,2476,0,0,0,2,0.19005561007523716,0.8099443899247628,0.0,0.0,0.0
833,S02002069,4725,87,2769,987,969,0,0,1,0.586031746031746,0.2088888888888889,0.20507936507936508,0.0,0.0
834,S02002070,4126,138,0,3493,0,633,0,2,0.0,0.8465826466311197,0.0,0.15341735336888027,0.0
835,S02002071,2630,104,885,1745,0,0,0,2,0.3365019011406844,0.6634980988593155,0.0,0.0,0.0
836,S02002072,3824,85,1446,1560,818,0,0,2,0.37813807531380755,0.40794979079497906,0.21391213389121339,0.0,0.0
837,S02002073,4328,79561,0,0,1673,2655,0,4,0.0,0.0,0.38655268022181144,0.6134473197781886,0.0
838,S02002074,3792,20204,0,0,660,2276,856,4,0.0,0.0,0.17405063291139242,0.6002109704641351,0.22573839662447256
839,S02002075,3119,29481,0,0,1337,1782,0,4,0.0,0.0,0.4286630330234049,0.5713369669765951,0.0
840,S02002076,4734,230,0,1881,0,2853,0,4,0.0,0.3973384030418251,0.0,0.6026615969581749,0.0
841,S02002077,5406,9441,0,0,2844,2562,0,3,0.0,0.0,0.5260821309655938,0.4739178690344062,0.0
842,S02002078,3543,651,0,1495,742,1306,0,2,0.0,0.42195879198419417,0.20942703923228903,0.36861416878351677,0.0
843,S02002079,4534,238,0,527,980,1878,1149,4,0.0,0.11623290692545214,0.2161446846052051,0.4142037935597706,0.2534186149095721
844,S02002080,3675,4461,0,0,1371,2304,0,4,0.0,0.0,0.3730612244897959,0.626938775510204,0.0
845,S02002081,2355,8414,0,655,0,1700,0,4,0.0,0.2781316348195329,0.0,0.721868365180467,0.0
846,S02002082,3030,14342,0,1077,0,1407,546,4,0.0,0.35544554455445543,0.0,0.4643564356435644,0.1801980198019802
847,S02002083,3324,6048,0,819,458,2047,0,4,0.0,0.2463898916967509,0.13778580024067388,0.6158243080625753,0.0
848,S02002084,4333,226,0,1842,2491,0,0,3,0.0,0.42510962381721673,0.5748903761827833,0.0,0.0
849,S02002085,3871,108,880,702,547,1742,0,4,0.2273314389046758,0.18134848876259366,0.1413071557737019,0.4500129165590287,0.0
850,S02002086,4079,133,0,902,925,0,2252,5,0.0,0.22113263054670262,0.22677126746751655,0.0,0.5520961019857809
851,S02002087,3235,220,0,0,0,744,2491,5,0.0,0.0,0.0,0.22998454404945903,0.770015455950541
852,S02002088,3441,111,0,1012,1768,661,0,3,0.0,0.2941005521650683,0.5138041267073525,0.19209532112757918,0.0
853,S02002089,3376,95,0,0,1315,502,1559,5,0.0,0.0,0.38951421800947866,0.14869668246445497,0.46178909952606634
854,S02002090,3474,100,0,0,1193,1383,898,4,0.0,0.0,0.34340817501439264,0.39810017271157166,0.2584916522740357
855,S02002091,4231,113,0,1199,1039,658,1335,5,0.0,0.28338454266130936,0.24556842354053415,0.15551878988418813,0.31552824391396833
856,S02002092,5418,5635,0,0,759,2427,2232,4,0.0,0.0,0.14008859357696568,0.4479512735326689,0.4119601328903654
857,S02002093,3410,8821,0,0,0,1961,1449,4,0.0,0.0,0.0,0.5750733137829912,0.4249266862170088
858,S02002094,3721,1166,0,561,1511,0,1649,5,0.0,0.15076592313894113,0.4060736361193228,0.0,0.4431604407417361
859,S02002095,5422,210,0,1550,2450,909,513,3,0.0,0.28587237181851716,0.4518627812615271,0.16765031353744006,0.09461453338251567
860,S02002096,3444,33753,0,0,1756,1688,0,3,0.0,0.0,0.5098722415795587,0.4901277584204414,0.0
861,S02002097,4660,43133,0,0,2648,2012,0,3,0.0,0.0,0.5682403433476395,0.4317596566523605,0.0
862,S02002098,2626,4841,1259,969,398,0,0,1,0.47943640517897945,0.369002284843869,0.15156130997715156,0.0,0.0
863,S02002099,2984,439,0,1484,0,680,820,2,0.0,0.4973190348525469,0.0,0.22788203753351208,0.27479892761394104
864,S02002100,3619,105,637,1497,820,665,0,2,0.1760154738878143,0.4136501796076264,0.2265819287095883,0.18375241779497098,0.0
865,S02002101,2908,76,1430,1478,0,0,0,2,0.49174690508940855,0.5082530949105915,0.0,0.0,0.0
866,S02002102,2398,50,2398,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
867,S02002103,4312,175,0,3171,586,555,0,2,0.0,0.7353896103896104,0.13589981447124305,0.12871057513914658,0.0
868,S02002104,5182,174,0,1390,733,2343,716,4,0.0,0.26823620223851796,0.14145117715167888,0.4521420301042069,0.1381705905055963
869,S02002105,3627,161,3079,548,0,0,0,1,0.8489109456851393,0.15108905431486078,0.0,0.0,0.0
870,S02002106,3170,50,3170,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
871,S02002107,3086,65,1343,1743,0,0,0,2,0.4351911860012962,0.5648088139987039,0.0,0.0,0.0
872,S02002108,3177,123,1406,768,1003,0,0,1,0.44255587031791,0.24173748819641172,0.3157066414856783,0.0,0.0
873,S02002109,3034,245,3034,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
874,S02002110,2349,1473,1972,377,0,0,0,1,0.8395061728395061,0.16049382716049382,0.0,0.0,0.0
875,S02002111,3863,105,3863,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
876,S02002112,3170,128,2395,775,0,0,0,1,0.7555205047318612,0.2444794952681388,0.0,0.0,0.0
877,S02002113,3130,104,0,0,1581,826,723,3,0.0,0.0,0.505111821086262,0.26389776357827477,0.23099041533546325
878,S02002114,4589,80,3634,0,0,0,955,1,0.7918936587491828,0.0,0.0,0.0,0.20810634125081717
879,S02002115,3742,118,0,763,1294,905,780,3,0.0,0.20390165686798503,0.3458043826830572,0.2418492784607162,0.2084446819882416
880,S02002116,5159,93,2574,1403,1182,0,0,1,0.4989339019189765,0.27195192866834655,0.22911416941267687,0.0,0.0
881,S02002117,2975,104,1194,821,960,0,0,1,0.401344537815126,0.27596638655462186,0.3226890756302521,0.0,0.0
882,S02002118,4206,90,3228,978,0,0,0,1,0.7674750356633381,0.23252496433666192,0.0,0.0,0.0
883,S02002119,5304,116,0,0,651,2711,1942,4,0.0,0.0,0.12273755656108597,0.5111236802413273,0.3661387631975867
884,S02002120,3013,87,2256,757,0,0,0,1,0.7487553932957186,0.25124460670428145,0.0,0.0,0.0
885,S02002121,4348,177,2678,1670,0,0,0,1,0.6159153633854646,0.3840846366145354,0.0,0.0,0.0
886,S02002122,3846,119,2344,556,0,946,0,1,0.609464378575143,0.14456578263130526,0.0,0.24596983879355175,0.0
887,S02002123,2999,3866,1800,0,0,1199,0,1,0.6002000666888962,0.0,0.0,0.3997999333111037,0.0
888,S02002124,3152,97,1298,829,0,1025,0,1,0.4118020304568528,0.26300761421319796,0.0,0.3251903553299492,0.0
889,S02002125,2328,8055,0,1178,0,432,718,2,0.0,0.5060137457044673,0.0,0.18556701030927836,0.3084192439862543
890,S02002126,4783,182,748,410,735,1787,1103,4,0.15638720468325318,0.08572025925151579,0.15366924524357098,0.37361488605477733,0.2306084047668827
891,S02002127,3776,126,0,0,522,2387,867,4,0.0,0.0,0.1382415254237288,0.6321504237288136,0.22960805084745764
892,S02002128,4894,1492,1484,2078,698,634,0,2,0.30322844299141805,0.42460155292194524,0.14262362076011442,0.12954638332652227,0.0
893,S02002129,4046,160,0,0,914,0,3132,5,0.0,0.0,0.22590212555610478,0.0,0.7740978744438952
894,S02002130,2942,17122,0,0,1325,935,682,3,0.0,0.0,0.4503738953093134,0.3178110129163834,0.2318150917743032
895,S02002131,3359,124,694,1303,1362,0,0,3,0.20660910985412326,0.3879130693658827,0.40547782077999406,0.0,0.0
896,S02002132,4224,169,2503,1721,0,0,0,1,0.5925662878787878,0.4074337121212121,0.0,0.0,0.0
897,S02002133,3209,217,1617,0,0,0,1592,1,0.503895294484263,0.0,0.0,0.0,0.496104705515737
898,S02002134,3957,4491,0,1301,1926,730,0,3,0.0,0.3287844326509982,0.48673237300985595,0.1844831943391458,0.0
899,S02002135,3984,1025,1293,737,852,555,547,1,0.3245481927710843,0.18498995983935743,0.21385542168674698,0.13930722891566266,0.13729919678714858
900,S02002136,3537,96,0,2230,659,648,0,2,0.0,0.6304778060503251,0.18631608707944586,0.183206106870229,0.0
901,S02002137,4057,70,1592,811,811,0,843,1,0.392408183386739,0.19990140497904857,0.19990140497904857,0.0,0.20778900665516392
902,S02002138,6064,194,1149,645,1287,1487,1496,5,0.18947889182058048,0.10636543535620052,0.21223614775725594,0.24521767810026385,0.24670184696569922
903,S02002139,4390,150,3859,531,0,0,0,1,0.8790432801822323,0.12095671981776765,0.0,0.0,0.0
904,S02002140,3984,108,2901,0,0,1083,0,1,0.7281626506024096,0.0,0.0,0.27183734939759036,0.0
905,S02002141,5080,108,3626,841,0,613,0,1,0.7137795275590552,0.1655511811023622,0.0,0.12066929133858267,0.0
906,S02002142,6110,170,0,4051,2059,0,0,2,0.0,0.6630114566284779,0.3369885433715221,0.0,0.0
907,S02002143,3832,86,839,2133,0,860,0,2,0.21894572025052192,0.5566283924843424,0.0,0.2244258872651357,0.0
908,S02002144,2885,53,0,827,872,1186,0,4,0.0,0.28665511265164645,0.3022530329289428,0.41109185441941076,0.0
909,S02002145,5745,204,2273,2839,633,0,0,2,0.3956483899042646,0.49416884247171455,0.11018276762402089,0.0,0.0
910,S02002146,3399,4846,0,1185,1053,1161,0,2,0.0,0.34863195057369817,0.30979699911738745,0.3415710503089144,0.0
911,S02002147,4481,120,909,1063,2509,0,0,3,0.2028565052443651,0.23722383396563268,0.5599196607900022,0.0,0.0
912,S02002148,2920,105,1275,718,0,927,0,1,0.4366438356164384,0.2458904109589041,0.0,0.31746575342465755,0.0
913,S02002149,5392,7742,2124,3268,0,0,0,2,0.3939169139465875,0.6060830860534124,0.0,0.0,0.0
914,S02002150,3756,1191,530,924,1650,652,0,3,0.14110756123535675,0.24600638977635783,0.43929712460063897,0.17358892438764642,0.0
915,S02002151,3223,186,746,1530,947,0,0,2,0.23146137139311201,0.4747130003102699,0.29382562829661807,0.0,0.0
916,S02002152,3898,100,1731,0,1053,1114,0,1,0.444073884043099,0.0,0.27013853258081066,0.2857875833760903,0.0
917,S02002153,3045,121,722,756,1567,0,0,3,0.23711001642036125,0.2482758620689655,0.5146141215106732,0.0,0.0
918,S02002154,5122,109,1998,1638,571,0,915,1,0.39008199921905506,0.3197969543147208,0.11147989066770793,0.0,0.1786411557985162
919,S02002155,3818,170,2949,869,0,0,0,1,0.7723939235201677,0.2276060764798324,0.0,0.0,0.0
920,S02002156,4211,153,0,0,0,783,3428,5,0.0,0.0,0.0,0.18594158157207313,0.8140584184279268
921,S02002157,4068,91,1830,895,812,531,0,1,0.4498525073746313,0.22000983284169126,0.19960668633235004,0.13053097345132744,0.0
922,S02002158,3153,67,2403,0,750,0,0,1,0.7621313035204567,0.0,0.23786869647954328,0.0,0.0
923,S02002159,5037,626,3763,729,0,0,545,1,0.7470716696446298,0.14472900536033353,0.0,0.0,0.10819932499503673
924,S02002160,5254,517,673,2486,806,1289,0,2,0.12809288161400836,0.47316330414921964,0.15340692805481537,0.2453368861819566,0.0
925,S02002161,5031,208,1646,2272,1113,0,0,2,0.32717153647386205,0.4516000795070563,0.22122838401908168,0.0,0.0
926,S02002162,5314,104,3340,1087,0,887,0,1,0.62852841550621,0.20455400828001505,0.0,0.16691757621377493,0.0
927,S02002163,4866,108,2304,1672,890,0,0,1,0.47348951911220716,0.34360871352240036,0.18290176736539251,0.0,0.0
928,S02002164,2697,233,0,0,1993,704,0,3,0.0,0.0,0.7389692250648869,0.26103077493511306,0.0
929,S02002165,3550,127,1476,974,0,1100,0,1,0.41577464788732393,0.27436619718309857,0.0,0.30985915492957744,0.0
930,S02002166,4900,428,1623,766,0,652,1859,5,0.33122448979591834,0.15632653061224488,0.0,0.13306122448979593,0.3793877551020408
931,S02002167,5711,377,4087,1624,0,0,0,1,0.7156364909823149,0.28436350901768515,0.0,0.0,0.0
932,S02002168,4868,513,0,1294,0,2113,1461,4,0.0,0.26581758422350044,0.0,0.43405916187345933,0.3001232539030403
933,S02002169,6328,152,3765,1706,0,0,857,1,0.5949747155499368,0.2695954487989886,0.0,0.0,0.13542983565107458
934,S02002170,6056,136,2326,1917,1813,0,0,1,0.38408190224570676,0.3165455746367239,0.29937252311756934,0.0,0.0
935,S02002171,6230,116,2805,1546,1879,0,0,1,0.45024077046548955,0.24815409309791334,0.3016051364365971,0.0,0.0
936,S02002172,2636,58,845,702,0,0,1089,5,0.3205614567526555,0.26631259484066766,0.0,0.0,0.41312594840667677
937,S02002173,4052,90,1474,1474,0,1104,0,1,0.3637709772951629,0.3637709772951629,0.0,0.2724580454096742,0.0
938,S02002174,4818,111,3231,1587,0,0,0,1,0.6706102117061021,0.32938978829389787,0.0,0.0,0.0
939,S02002175,4064,148,705,2152,611,596,0,2,0.1734744094488189,0.5295275590551181,0.1503444881889764,0.1466535433070866,0.0
940,S02002176,3193,128,785,1560,0,848,0,2,0.24585029752583776,0.4885687441277795,0.0,0.26558095834638273,0.0
941,S02002177,2939,141,2095,844,0,0,0,1,0.7128274923443348,0.2871725076556652,0.0,0.0,0.0
942,S02002178,5640,177,1803,0,694,3143,0,4,0.31968085106382976,0.0,0.12304964539007092,0.5572695035460993,0.0
943,S02002179,2538,235,1151,0,447,940,0,1,0.45350669818754924,0.0,0.17612293144208038,0.37037037037037035,0.0
944,S02002180,2544,55,1494,0,0,1050,0,1,0.5872641509433962,0.0,0.0,0.41273584905660377,0.0
945,S02002181,3952,114,0,1425,781,0,1746,5,0.0,0.3605769230769231,0.19762145748987855,0.0,0.4418016194331984
946,S02002182,3797,87,0,1177,0,1809,811,4,0.0,0.3099815643929418,0.0,0.4764287595470108,0.21358967606004742
947,S02002183,4005,121,3366,639,0,0,0,1,0.8404494382022472,0.15955056179775282,0.0,0.0,0.0
948,S02002184,3153,74,1996,1157,0,0,0,1,0.6330478908975579,0.36695210910244214,0.0,0.0,0.0
949,S02002185,4684,162,0,1327,717,1944,696,4,0.0,0.2833048676345004,0.15307429547395388,0.4150298889837746,0.14859094790777114
950,S02002186,5485,157,983,1401,3101,0,0,3,0.17921604375569736,0.25542388331814037,0.5653600729261623,0.0,0.0
951,S02002187,5495,115,3431,516,906,642,0,1,0.6243858052775251,0.09390354868061875,0.164877161055505,0.11683348498635122,0.0
952,S02002188,5547,136,5547,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
953,S02002189,4134,118,1197,604,2333,0,0,3,0.2895500725689405,0.14610546686018383,0.5643444605708756,0.0,0.0
954,S02002190,5714,4407,3682,847,622,563,0,1,0.6443822191109555,0.14823241162058104,0.10885544277213861,0.09852992649632482,0.0
955,S02002191,4602,4309,0,2152,820,1630,0,2,0.0,0.46762277270751845,0.17818339852238158,0.35419382877009997,0.0
