_id,IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
834,S02002069,Mayfield,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
835,S02002070,Newtongrange,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
836,S02002071,North Gorebridge,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
837,S02002072,Gorebridge and Middleton,S12000019,Midlothian,S37000018,Midlothian,S08000024,NHS Lothian,S92000003
838,S02002073,South Speyside and the Cabrach,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
839,S02002074,North Speyside,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
840,S02002075,Rural Keith and Strathisla,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
841,S02002076,Keith and Fife Keith,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
842,S02002077,"Cullen, Portknockie, Findochty, Drybridge and Berryhillock",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
843,S02002078,Buckie Central East,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
844,S02002079,Buckie West and Mains of Buckie,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
845,S02002080,"Mosstodloch, Portgordon and seaward",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
846,S02002081,"Fochabers, Aultmore, Clochan and Ordiquish",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
847,S02002082,"Heldon West, Fogwatt to Inchberry",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
848,S02002083,"Lhanbryde, Urquhart, Pitgavney and seaward",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
849,S02002084,Elgin Cathedral to Ashgrove and Pinefield,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
850,S02002085,New Elgin East,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
851,S02002086,New Elgin West,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
852,S02002087,Elgin Central West,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
853,S02002088,Elgin Bishopmill East and Ladyhill,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
854,S02002089,Elgin Bishopmill West and Newfield,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
855,S02002090,Lossiemouth East and Seatown,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
856,S02002091,Lossiemouth West,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
857,S02002092,"Burghead, Roseisle and Laich",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
858,S02002093,"Findhorn, Kinloss and Pluscarden Valley",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
859,S02002094,Forres Central East and seaward,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
860,S02002095,Forres South West and Mannachie,S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
861,S02002096,"Rafford, Dallas, Dyke to Dava",S12000020,Moray,S37000019,Moray,S08000020,NHS Grampian,S92000003
862,S02002097,Arran,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
863,S02002098,Springside and Rural,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
864,S02002099,Irvine Tarryholme,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
865,S02002100,Dreghorn,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
866,S02002101,Irvine Broomlands,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
867,S02002102,Irvine Bourtreehill,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
868,S02002103,Irvine Girdle Toll and Staneca,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
869,S02002104,Irvine Perceton and Lawthorn,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
870,S02002105,Irvine Castlepark North,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
871,S02002106,Irvine Castlepark South,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
872,S02002107,Irvine East,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
873,S02002108,Irvine Central,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
874,S02002109,Irvine Fullarton,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
875,S02002110,Stevenston Ardeer,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
876,S02002111,Saltcoats Central,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
877,S02002112,Ardrossan Central,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
878,S02002113,Ardrossan North West,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
879,S02002114,Ardrossan North East,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
880,S02002115,Saltcoats North West,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
881,S02002116,Saltcoats North East,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
882,S02002117,Stevenston North West,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
883,S02002118,Stevenston Hayocks,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
884,S02002119,Kilwinning Whitehirst Park and Woodside,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
885,S02002120,Kilwinning Pennyburn,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
886,S02002121,Kilwinning West and Blacklands,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
887,S02002122,Kilwinning Central and North,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
888,S02002123,Dalry East and Rural,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
889,S02002124,Dalry West,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
890,S02002125,Fairlie and Rural,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
891,S02002126,West Kilbride and Seamill,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
892,S02002127,Largs South,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
893,S02002128,Largs Central and Cumbrae,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
894,S02002129,Largs North,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
895,S02002130,Skelmorlie and Rural,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
896,S02002131,Kilbirnie North,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
897,S02002132,Kilbirnie South and Longbar,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
898,S02002133,Beith West,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
899,S02002134,Beith East and Rural,S12000021,North Ayrshire,S37000020,North Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
900,S02002135,Overtown,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
901,S02002136,Netherton and Kirkhill,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
902,S02002137,Muirhouse,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
903,S02002138,Muirhouse and Knowetop,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
904,S02002139,Craigneuk Wishaw,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
905,S02002140,Pather,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
906,S02002141,Wishaw South,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
907,S02002142,Wishaw North,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
908,S02002143,Coltness,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
909,S02002144,Wishaw East,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
910,S02002145,Newmains,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
911,S02002146,Allanton - Newmains Rural,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
912,S02002147,Shotts,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
913,S02002148,Stane,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
914,S02002149,Harthill and Salsburgh,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
915,S02002150,Cleland,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
916,S02002151,Newarthill,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
917,S02002152,Carfin North,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
918,S02002153,Clydesdale and New Stevenston,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
919,S02002154,Carfin and Cleekhimin,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
920,S02002155,Motherwell South,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
921,S02002156,Ladywell,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
922,S02002157,Motherwell West,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
923,S02002158,Motherwell North,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
924,S02002159,Forgewood,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
925,S02002160,Holytown,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
926,S02002161,Milnwood,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
927,S02002162,Orbiston,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
928,S02002163,Bellshill South,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
929,S02002164,Hattonrigg,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
930,S02002165,Bellshill Central,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
931,S02002166,Fallside,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
932,S02002167,Viewpark,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
933,S02002168,Birkenshaw,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
934,S02002169,Kirkwood and Bargeddie,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
935,S02002170,Kirkshaws,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
936,S02002171,Dundyvan,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
937,S02002172,Drumpellier and Langloan,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
938,S02002173,Coatbridge West,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
939,S02002174,Townhead,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
940,S02002175,Sunnyside and Cliftonville,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
941,S02002176,Cliftonville,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
942,S02002177,Shawhead and Whifflet,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
943,S02002178,Greenend and Carnbroe,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
944,S02002179,Calderbank and Brownsburn,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
945,S02002180,Chapelhall West,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
946,S02002181,Chapelhall East,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
947,S02002182,Craigneuk Airdrie,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
948,S02002183,Petersburn,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
949,S02002184,Gartlea,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
950,S02002185,Cairnhill,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
951,S02002186,Coatdyke and Whinhall,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
952,S02002187,Thrashbush,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
953,S02002188,Airdrie North,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
954,S02002189,Drumgelloch,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
955,S02002190,Caldercruix and Plains,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
956,S02002191,Glenmavis and Greengairs,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
957,S02002192,Gartcosh and Marnock,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
958,S02002193,Cardowan and Millerston,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
959,S02002194,Stepps,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
960,S02002195,Chryston and Muirhead,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
961,S02002196,Moodiesburn West,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
962,S02002197,Moodiesburn East,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
963,S02002198,Westfield,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
964,S02002199,Condorrat,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
965,S02002200,Greenfaulds,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
966,S02002201,Seafar,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
967,S02002202,Cumbernauld Central,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
968,S02002203,Kildrum,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
969,S02002204,Abronhill South,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
970,S02002205,Abronhill North,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
971,S02002206,Village and Castlecary,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
972,S02002207,Carrickstone,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
973,S02002208,Balloch West,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
974,S02002209,Balloch East,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
975,S02002210,Kilsyth East and Croy,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
976,S02002211,Kilsyth Bogside,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
977,S02002212,Balmalloch,S12000050,North Lanarkshire,S37000035,North Lanarkshire,S08000032,NHS Lanarkshire,S92000003
978,S02002213,"Stromness, Sandwick and Stenness",S12000023,Orkney Islands,S37000022,Orkney Islands,S08000025,NHS Orkney,S92000003
979,S02002214,West Mainland,S12000023,Orkney Islands,S37000022,Orkney Islands,S08000025,NHS Orkney,S92000003
980,S02002215,East Mainland,S12000023,Orkney Islands,S37000022,Orkney Islands,S08000025,NHS Orkney,S92000003
981,S02002216,West Kirkwall,S12000023,Orkney Islands,S37000022,Orkney Islands,S08000025,NHS Orkney,S92000003
982,S02002217,East Kirkwall,S12000023,Orkney Islands,S37000022,Orkney Islands,S08000025,NHS Orkney,S92000003
983,S02002218,Isles,S12000023,Orkney Islands,S37000022,Orkney Islands,S08000025,NHS Orkney,S92000003
984,S02002219,"Powmill, Cleish and Scotlandwell",S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
985,S02002220,Kinross,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
986,S02002221,Milnathort and Crook of Devon,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
987,S02002222,"Muthill, Greenloaning and Gleneagles",S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
988,S02002223,Auchterarder,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
989,S02002224,"Comrie, Gilmerton and St Fillans",S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
990,S02002225,Crieff North,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
991,S02002226,Crieff South,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
992,S02002227,Aberuthven and Almondbank,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
993,S02002228,"Glenfarg, Dunning and Rhynd",S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
994,S02002229,Bridge of Earn and Abernethy,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
995,S02002230,Moncrieffe and Friarton,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
996,S02002231,"Viewlands, Craigie and Wellshill",S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
997,S02002232,Burghmuir and Oakbank,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
998,S02002233,Western Edge,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
999,S02002234,Letham,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1000,S02002235,"Hillyland, Tulloch and Inveralmond",S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1001,S02002236,North Muirton and Old Scone,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1002,S02002237,Muirton,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1003,S02002238,North Inch,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1004,S02002239,Central and South Inch,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1005,S02002240,Gannochy and Walnut Grove,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1006,S02002241,Scone,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1007,S02002242,"Guildtown, Balbeggie and St Madoes",S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1008,S02002243,Errol and Inchture,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1009,S02002244,"Invergowrie, Longforgan and Abernyte",S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1010,S02002245,Coupar Angus and Meigle,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1011,S02002246,Alyth,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1012,S02002247,"Blair Atholl, Strathardle and Glenshee",S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1013,S02002248,Blairgowrie East (Rattray),S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1014,S02002249,Blairgowrie West,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1015,S02002250,Stanley and Murthly,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1016,S02002251,Luncarty and Dunkeld,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1017,S02002252,Pitlochry,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1018,S02002253,Rannoch and Aberfeldy,S12000048,Perth & Kinross,S37000033,Perth and Kinross,S08000030,NHS Tayside,S92000003
1019,S02002254,Lochwinnoch,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1020,S02002255,Renfrewshire Rural South and Howwood,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1021,S02002256,Renfrewshire Rural North and Langbank,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1022,S02002257,Kilbarchan,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1023,S02002258,Johnstone South West,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1024,S02002259,Johnstone North West,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1025,S02002260,Johnstone North East,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1026,S02002261,Johnstone South East,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1027,S02002262,Elderslie and Phoenix,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1028,S02002263,Paisley Ferguslie,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1029,S02002264,Paisley North West,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1030,S02002265,Paisley West,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1031,S02002266,Paisley Foxbar,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1032,S02002267,Paisley South West,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1033,S02002268,Paisley Glenburn West,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1034,S02002269,Paisley Glenburn East,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1035,S02002270,Paisley South,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1036,S02002271,Paisley South East,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1037,S02002272,Paisley Dykebar,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1038,S02002273,Paisley East,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1039,S02002274,Paisley Central,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1040,S02002275,Paisley North East,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1041,S02002276,Paisley Ralston,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1042,S02002277,Paisley Gallowhill and Hillington,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1043,S02002278,Paisley North,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1044,S02002279,Renfrew West,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1045,S02002280,Renfrew South,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1046,S02002281,Renfrew East,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1047,S02002282,Renfrew North,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1048,S02002283,Erskine East and Inchinnan,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
