_id,IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
1049,S02002284,Erskine Central,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1050,S02002285,Erskine West,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1051,S02002286,Bishopton,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1052,S02002287,Linwood South,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1053,S02002288,Linwood North,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1054,S02002289,Houston South,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1055,S02002290,Houston North,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1056,S02002291,Bridge of Weir,S12000038,Renfrewshire,S37000024,Renfrewshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1057,S02002292,Tweeddale West Area,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1058,S02002293,Peebles North,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1059,S02002294,Peebles South,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1060,S02002295,Tweeddale East Area,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1061,S02002296,Earlston Stow and Clovernfords Area,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1062,S02002297,Galashiels North,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1063,S02002298,Galashiels West,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1064,S02002299,Galashiels South,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1065,S02002300,Langlee,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1066,S02002301,Melrose and Tweedbank Area,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1067,S02002302,Lauder and Area,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1068,S02002303,Berwickshire Central,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1069,S02002304,Duns,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1070,S02002305,Berwickshire East,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1071,S02002306,Eyemouth,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1072,S02002307,Chirnside and Area,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1073,S02002308,Coldstream and Area,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1074,S02002309,Cheviot East,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1075,S02002310,Kelso North,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1076,S02002311,Kelso South,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1077,S02002312,Cheviot West,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1078,S02002313,St Boswells and Newtown Area,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1079,S02002314,Jedburgh,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1080,S02002315,Denholm and Hermitage,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1081,S02002316,Burnfoot,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1082,S02002317,Hawick Central,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1083,S02002318,Hawick West End,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1084,S02002319,Hawick North,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1085,S02002320,Ettrick Yarrow and Liliesleaf Area,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1086,S02002321,Selkirk,S12000026,Scottish Borders,S37000025,Scottish Borders,S08000016,NHS Borders,S92000003
1087,S02002322,Shetland South,S12000027,Shetland Islands,S37000026,Shetland Islands,S08000026,NHS Shetland,S92000003
1088,S02002323,Lerwick South,S12000027,Shetland Islands,S37000026,Shetland Islands,S08000026,NHS Shetland,S92000003
1089,S02002324,Lerwick North,S12000027,Shetland Islands,S37000026,Shetland Islands,S08000026,NHS Shetland,S92000003
1090,S02002325,Central Shetland,S12000027,Shetland Islands,S37000026,Shetland Islands,S08000026,NHS Shetland,S92000003
1091,S02002326,East and West Mainland,S12000027,Shetland Islands,S37000026,Shetland Islands,S08000026,NHS Shetland,S92000003
1092,S02002327,North Mainland,S12000027,Shetland Islands,S37000026,Shetland Islands,S08000026,NHS Shetland,S92000003
1093,S02002328,North and East Isles,S12000027,Shetland Islands,S37000026,Shetland Islands,S08000026,NHS Shetland,S92000003
1094,S02002329,Carrick South,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1095,S02002330,Girvan Glendoune,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1096,S02002331,Girvan Ailsa,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1097,S02002332,Maybole,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1098,S02002333,Carrick North,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1099,S02002334,Coylton,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1100,S02002335,Alloway and Doonfoot,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1101,S02002336,Castlehill and Kincaidston,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1102,S02002337,Belmont,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1103,S02002338,Holmston and Forehill,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1104,S02002339,Ayr South Harbour and Town Centre,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1105,S02002340,"Ayr North Harbour, Wallacetown and Newton South",S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1106,S02002341,Craigie,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1107,S02002342,Dalmilling,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1108,S02002343,"Lochside, Braehead and Whitletts",S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1109,S02002344,Newton North,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1110,S02002345,Heathfield,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1111,S02002346,Prestwick West,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1112,S02002347,Prestwick East,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1113,S02002348,Prestwick Airport and Monkton,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1114,S02002349,"Annbank, Mossblown and Tarbolton - the Coalfields",S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1115,S02002350,"Dundonald, Loans and Symington",S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1116,S02002351,Muirhead,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1117,S02002352,Barassie,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1118,S02002353,Troon,S12000028,South Ayrshire,S37000027,South Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
1119,S02002354,Clydesdale South,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1120,S02002355,"Biggar, Symington, Thankerton and Dolphinton",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1121,S02002356,"Carstairs, Carstairs Junction and Carnwath",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1122,S02002357,"Forth, Braehead and Auchengray",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1123,S02002358,Law,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1124,S02002359,Carluke West,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1125,S02002360,Carluke North,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1126,S02002361,Carluke East,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1127,S02002362,Carluke South,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1128,S02002363,"Crossford, Braidwood and Yieldshields",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1129,S02002364,Lanark North West,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1130,S02002365,Lanark North East,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1131,S02002366,Lanark South,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1132,S02002367,Hazelbank and Kirkfieldbank,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1133,S02002368,"Douglas, Coalburn and Rigside",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1134,S02002369,Lesmahagow,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1135,S02002370,Kirkmuirhill and Blackwood,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1136,S02002371,Ashgill and Netherburn,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1137,S02002372,Merryton and Meadowhill,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1138,S02002373,"Larkhall Central, Raploch, Millheugh and Burnhead",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1139,S02002374,Hareleeshill,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1140,S02002375,Strutherhill,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1141,S02002376,Stonehouse,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1142,S02002377,Strathaven South,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1143,S02002378,Strathaven North,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1144,S02002379,"Chapelton, Glengavel and Sandford",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1145,S02002380,"Glassford, Quarter and Allanton",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1146,S02002381,Eddlewood,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1147,S02002382,Low Waters,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1148,S02002383,Silvertonhill,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1149,S02002384,Hamilton Centre and Low Parks,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1150,S02002385,Laighstonehall,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1151,S02002386,Fairhill,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1152,S02002387,Woodhead and Meikle Earnock,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1153,S02002388,Little Earnock,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1154,S02002389,Earnock,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1155,S02002390,Hillhouse,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1156,S02002391,High Blantyre,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1157,S02002392,Blantyre South and Wheatlands,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1158,S02002393,Low Blantyre and Bardykes,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1159,S02002394,Blantytre North and Coatshill,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1160,S02002395,Burnbank North,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1161,S02002396,Burnbank Central and Udston,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1162,S02002397,Burnbank South and Chantinghall,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1163,S02002398,Whitehill,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1164,S02002399,Bothwell South,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1165,S02002400,Bothwell North,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1166,S02002401,Uddingston and Gardenside,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1167,S02002402,"Halfway, Hallside and Drumsagard",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1168,S02002403,Westburn and Newton,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1169,S02002404,Vicarland and Cairns,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1170,S02002405,Whitlawburn and Greenlees,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1171,S02002406,Cambuslang Central,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1172,S02002407,"Burgh, Eastfield and Silverbank",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1173,S02002408,Farme Cross and Gallowflat North,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1174,S02002409,Shawfield and Clincarthill,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1175,S02002410,Burnhill and Bankhead North,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1176,S02002411,Bankhead South,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1177,S02002412,Spittal,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1178,S02002413,High Crosshill,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1179,S02002414,Burnside and Springhall,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1180,S02002415,Fernhill and Cathkin,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1181,S02002416,Nerston and EK Landward Area,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1182,S02002417,Calderwood East,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1183,S02002418,Calderwood Central,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1184,S02002419,Calderwood West and Nerston,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1185,S02002420,St Leonards North,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1186,S02002421,St Leonards South,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1187,S02002422,East Mains,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1188,S02002423,West Mains,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1189,S02002424,Stewartfield East,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1190,S02002425,Stewartfield West,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1191,S02002426,"Thorntonhall, Jackton and Gardenhall",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1192,S02002427,Hairmyres and Westwood West,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1193,S02002428,Mossneuk and Newlandsmuir,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1194,S02002429,Crosshouse and Lindsayfield,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1195,S02002430,Whitehills West,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1196,S02002431,Greenhills,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1197,S02002432,Westwood South,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1198,S02002433,Westwood East,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1199,S02002434,The Murray,S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1200,S02002435,"Birniehill, Kelvin and Whitehills East",S12000029,South Lanarkshire,S37000028,South Lanarkshire,S08000032,NHS Lanarkshire,S92000003
1201,S02002436,Blane Valley,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1202,S02002437,Balfron and Drymen,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1203,S02002438,Kippen and Fintry,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1204,S02002439,Cambusbarron,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1205,S02002440,Plean and Rural SE,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1206,S02002441,Cowie,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1207,S02002442,Fallin,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1208,S02002443,Bannockburn,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1209,S02002444,Hillpark,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1210,S02002445,Broomridge,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1211,S02002446,Borestone,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1212,S02002447,King's Park and Torbrex,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1213,S02002448,Braehead,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1214,S02002449,City Centre,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1215,S02002450,Raploch,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1216,S02002451,Cornton,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1217,S02002452,Causewayhead,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1218,S02002453,Bridge of Allan and University,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1219,S02002454,Forth,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1220,S02002455,Dunblane East,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1221,S02002456,Dunblane West,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1222,S02002457,Carse of Stirling,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1223,S02002458,Callander and Trossachs,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1224,S02002459,Highland,S12000030,Stirling,S37000005,Clackmannanshire and Stirling,S08000019,NHS Forth Valley,S92000003
1225,S02002460,IZ01,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1226,S02002461,IZ02,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1227,S02002462,IZ03,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1228,S02002463,IZ04,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1229,S02002464,IZ05,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1230,S02002465,IZ06,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1231,S02002466,IZ07,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1232,S02002467,IZ08,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1233,S02002468,IZ09,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1234,S02002469,IZ10,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1235,S02002470,IZ11,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1236,S02002471,IZ12,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1237,S02002472,IZ13,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1238,S02002473,IZ14,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1239,S02002474,IZ15,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1240,S02002475,IZ16,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1241,S02002476,IZ17,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1242,S02002477,IZ18,S12000039,West Dunbartonshire,S37000029,West Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
1243,S02002478,Fauldhouse,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1244,S02002479,Breich Valley,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1245,S02002480,West Calder and Polbeth,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1246,S02002481,"Bellsquarry, Adambrae and Kirkton",S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1247,S02002482,Bankton and Murieston,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1248,S02002483,Dedridge East,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1249,S02002484,Mid Calder and Kirknewton,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1250,S02002485,East Calder,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1251,S02002486,Pumpherston and Uphall Station,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1252,S02002487,Craigshill,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1253,S02002488,Howden,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1254,S02002489,Livingston Village and Eliburn South,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1255,S02002490,Ladywell,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1256,S02002491,Knightsridge,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1257,S02002492,Knightsridge and Deans North,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1258,S02002493,Deans,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1259,S02002494,Carmondean and Eliburn North,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1260,S02002495,Seafield,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1261,S02002496,Blackburn,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1262,S02002497,Blaeberry Hill and East Whitburn,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
